int64_field_0,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,champExperience,champLevel,championId,championName,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,playerAugment1,playerAugment2,playerAugment3,playerAugment4,playerSubteamId,profileIcon,pushPings,puuid,quadraKills,riotIdName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,subteamPlacement,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,summonerName,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,_12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,firstTurretKilledTime,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killedChampTookFullTeamDamageSurvived,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxKillDeficit,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,tookLargeDamageSurvived,turretPlatesTaken,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,twoWardsOneSweeperCount,unseenRecalls,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,patch,Duree_game,gameCreation,ban_0_teammates,ban_1_teammates,ban_2_teammates,ban_3_teammates,ban_4_teammates,ban_0_ennemies,ban_1_ennemies,ban_2_ennemies,ban_3_ennemies,ban_4_ennemies,First_baron_teammates,Nombre_baron_kill_teammates,First_kill_champion_teammates,Nombre_kill_champion_teammates,First_kill_dragon_teammates,Nombre_kill_dragon_teammates,First_kill_inib_teammates,Nombre_kill_inib_teammates,First_kill_herald_teammates,Nombre_kill_hetald_teammates,First_kill_tower_teammates,Nombre_kill_tower_teammates,First_baron_enemies,Nombre_baron_kill_enemies,First_kill_champion_enemies,Nombre_kill_champion_enemies,First_kill_dragon_enemies,Nombre_kill_dragon_enemies,First_kill_inib_enemies,Nombre_kill_inib_enemies,First_kill_herald_enemies,Nombre_kill_hetald_enemies,First_kill_tower_enemies,Nombre_kill_tower_enemies,match_id,enemies_0,enemies_1,enemies_2,enemies_3,enemies_4,teammates_0,teammates_1,teammates_2,teammates_3,teammates_4
20030,0,0,4,0,0,0,4,10808,13,24,Jax,0,2,3,5328,8721,5328,12774,0,4,2,1,0,1,1,0,0,0,0,1,0,1,0,9990,9633,0,TOP,0,0,0,3111,3181,3078,1054,1028,1038,3340,18,1,7,TOP,0,4,2,492,32194,5314,5127,0,0,0,0,0,0,0,4,6,0,55928,9655,11782,0,0,0,0,0,5764,0,ucSYuN-aZEMPfBpI3bnsEX3aNdHVvwu0PW-aZz5JjpozARb5vYLCSdYqr5xOUtu7EACjyfjyAadwYg,0,,,SOLO,0,34,85,44,6,0,3,4,3,12,h8tDwq2mCAII_6d6an_dcPR1snkQbAybofGaXqWxsR6dlJw,735,wx tonytoppwd,0,200,TOP,13,1200,0,88122,14970,0,16909,0,2309,0,117,83,107,1,0,0,0,0,2,3,5,0,25,2,3,9,1,0,169,0,0,0,0,150,0,0,2,"747,9163456","0,2574965063",0,4,2,0,1,0,0,0,14,0,0,0,0,0,1,801.9747099,0,0,"1200,950472",0,"499,106338",0,4,0,0,0,0,1,"2,75",1,0,1,0,0,1,0,0,0,47,0,0,0,0,0,0,0,1,1,0,3078,0,0,0,0,0,5,1,0,0,0,0,0,0,0,13,0,0,0,5,7,0,3,1,11,0,0,5,0,0,0,"0,2521423377",0,2,0,5,10,5,0,0,"1,266890147",3,3,0,13.14.520.6878,1200,1689898964371,7,20,119,58,145,950,22,30,246,145,0,0,0,11,1,1,0,0,0,0,0,5,0,0,1,31,0,1,0,0,1,2,1,6,NA1_4718923501,157,79,245,221,111,24,203,127,895,37
20218,0,8,2,0,0,0,0,10917,13,24,Jax,0,29,2,2930,2930,2930,15176,0,8,0,0,0,1,7,0,0,0,0,0,0,0,1,8531,8500,0,TOP,0,0,2,6632,3071,1033,1055,3158,0,3340,16,0,4,TOP,0,2,1,351,37268,6316,14102,0,0,0,1,0,0,0,17,6,0,53057,6595,12072,0,0,0,0,0,5680,0,2TgQu0V3JYveLU6a3gXrFXCfi9jit_SR_XVCKiNk8CSpp3_VMmPUGeOeUuYMVFEGouj5NeBnzbBvsQ,0,,,DUO,0,47,99,62,9,0,4,12,3,4,GDPtSWSknTlenEWIcM1Hx1xUQILtxH-HdHKfyCVESZ7KTd4,742,Sond,0,200,TOP,15,1524,0,99413,13070,0,27186,0,5384,0,138,172,233,1,0,9088,158,1011,0,0,10,0,13,0,1,8,0,0,217,0,0,0,0,0,0,0,0,"514,5401657","0,2339600093",0,8,4,0,0,0,0,0,12,0,0,0,0,0,0,Pas de valeurs,0,1,"1524,135638",0,"335,8377895",0,3,0,0,0,0,0,"0,75",0,0,1,0,0,1,0,0,0,62,0,0,0,0,0,0,0,0,0,0,6632,0,2,0,0,0,4,1,0,0,0,0,0,0,0,25,0,0,0,0,8,1,3,0,6,0,0,2,0,0,0,"0,1658132606",0,1,0,1,0,6,0,0,"0,5435369736",1,1,0,13.14.520.6878,1524,1689962196127,902,8,950,145,203,166,203,526,221,79,1,1,1,40,0,2,1,2,0,0,1,10,0,0,0,27,1,1,0,0,1,1,0,1,NA1_4719967405,516,163,238,360,111,24,30,91,119,117
20448,0,3,0,0,0,0,1,10060,13,24,Jax,0,0,1,3042,3042,3042,11460,0,8,0,0,0,1,4,0,0,0,0,0,0,0,0,7988,12085,0,TOP,0,0,1,1054,3067,6632,3133,3047,1036,3340,18,0,3,TOP,0,0,1,244,27485,2147,5374,0,0,0,1,0,0,0,6,1,0,43147,3417,12490,0,0,0,0,0,5547,0,xczsx6OFCsoi3qmjreoiXAikVLMbvfp1hd2cjYVkGoKuV5IFz9gb5z7BGJgT0iItkgCWuxxHHN9gRA,0,,,SOLO,0,30,70,38,1,0,2,4,3,12,ICrs9bchX0k1I6DsEvGP6ma5SzSl-bMB7EMWlol2-7Y69BE,676,Eclipse,0,100,TOP,6,1301,0,78753,5565,0,19025,0,1440,0,143,83,170,1,0,8120,0,1160,1,1,10,0,12,0,0,7,0,0,139,0,0,0,0,150,0,0,0,"256,6431769","0,201629684",0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,Pas de valeurs,0,0,"1301,204984",0,"368,3680659",0,1,0,0,0,0,0,"0,375",0,0,0,0,0,1,0,0,0,56,0,0,0,0,0,0,0,0,0,0,Pas de valeurs,0,2,0,0,0,2,1,0,0,0,0,0,0,0,41,0,0,0,1,7,0,1,0,3,0,0,0,0,0,0,"0,1015004001",0,0,0,1,0,6,0,0,"0,5743805227",0,0,0,13.14.520.6878,1301,1689904820559,238,145,203,154,421,119,-1,7,15,85,0,0,0,18,1,2,0,0,0,0,0,1,1,1,1,38,0,1,1,1,1,2,1,10,NA1_4719109810,92,113,517,523,111,24,102,103,360,412
20535,0,0,5,0,0,0,0,10813,13,24,Jax,0,6,5,3376,3376,3376,18823,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,9559,9275,0,TOP,0,0,0,2055,3071,6632,1055,3158,3044,3340,22,1,5,TOP,0,3,1,657,40575,8961,8097,0,0,0,0,0,0,0,10,6,0,52175,13048,18328,0,0,0,0,0,503,0,5kUMluSl9XqJbymBBXvihaytolRBergweCzzSYBJkBL8XxzbyUzdU_fpwjiHLMReKTI-79qEMaGVmQ,0,,,DUO,0,58,70,62,7,0,3,12,3,4,vjHksGQq-gllRKypRpygDTO9d8IM-Hc2XU9AIYF1mxQyR8Y,312,m0untainCh1ken,0,200,TOP,15,1350,0,95925,22010,0,26868,0,8462,0,141,153,138,1,0,3175,0,441,3,3,2,0,12,1,1,7,1,0,197,0,0,0,0,0,0,0,0,"977,7791604","0,3178631895",0,5,0,0,0,0,0,0,16,0,0,0,0,0,0,Pas de valeurs,0,1,"1350,634978",0,"424,6616303",0,6,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,47,0,0,0,3,0,0,0,0,0,0,6632,0,1,0,0,0,8,1,0,0,0,0,0,0,0,2,0,0,0,1,7,0,2,0,10,0,0,3,0,0,1,"0,2726761354",0,2,0,4,5,6,0,0,"0,5356703714",1,1,0,13.14.520.6878,1350,1689903392520,157,35,134,141,421,22,203,107,121,-1,0,0,1,13,0,1,0,0,0,0,1,2,1,1,0,23,1,2,1,2,1,2,0,9,NA1_4719053610,58,11,8,145,53,24,104,427,498,12
20543,0,2,4,0,0,0,1,15918,16,24,Jax,0,5,1,4284,18104,4284,27012,0,6,0,0,0,1,10,0,0,0,0,0,0,0,4,13192,12850,0,TOP,0,0,3,3053,1057,3067,3047,3071,6632,3340,26,0,3,TOP,0,0,1,606,60574,5108,11488,0,12,0,1,0,0,0,9,6,0,109632,8122,18216,0,0,0,0,0,5547,0,xczsx6OFCsoi3qmjreoiXAikVLMbvfp1hd2cjYVkGoKuV5IFz9gb5z7BGJgT0iItkgCWuxxHHN9gRA,0,,,SOLO,0,69,140,69,7,0,4,4,5,12,ICrs9bchX0k1I6DsEvGP6ma5SzSl-bMB7EMWlol2-7Y69BE,676,Eclipse,0,200,TOP,13,1822,0,194913,13366,0,31373,6,3895,0,241,107,174,1,0,24706,135,1669,2,2,11,0,13,0,0,8,0,0,285,0,0,0,0,300,1,0,0,"440,0820813","0,2115055016",0,6,6,0,0,0,0,0,15,3,0,0,0,0,0,Pas de valeurs,0,1,"1822,390815",0,"434,3413824",0,5,0,0,0,0,0,"1,166666667",0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,6632,0,0,0,0,0,7,1,0,0,0,0,1,0,0,32,0,0,0,0,9,0,8,0,7,0,0,1,1,0,0,"0,140151659",0,1,1,3,0,11,0,0,"0,4450810837",0,0,0,13.14.520.6878,1822,1689961086979,221,427,58,203,119,141,526,9,78,53,1,2,1,42,1,3,1,3,0,1,1,11,0,0,0,23,0,0,0,0,1,1,0,4,NA1_4719956127,92,12,99,360,76,24,64,7,145,111
20563,1,2,2,0,0,0,0,9860,12,24,Jax,0,1,2,3156,4480,3156,6314,0,3,0,0,0,1,10,2,0,0,0,0,0,1,1,6771,6250,0,TOP,0,0,0,1054,6632,1028,1028,1036,3111,3340,18,0,1,TOP,0,0,1,510,25315,2496,5918,0,4,0,0,0,0,0,8,1,0,37641,2429,2905,0,0,0,0,0,23,1,ujBkXtgLBKlYvP3YkC9iJAsrX1GDW_mh2Bu5WYz1UAnF1l-o1ak2BtMltmkE9nBohxkpZI8cXkwe-Q,0,,,SOLO,0,26,62,37,4,0,3,12,2,4,4EwH_NS-2Wt4aNAgJc-P1MXnqCRwLtsyxQTjHvLMVXWy9IGhfkJuLsPAuQ,148,Sheltered Man,0,100,TOP,8,1246,2,68697,4926,0,12054,0,1463,0,136,69,83,1,0,5740,0,3230,2,2,1,0,12,0,0,8,1,0,129,0,2,0,0,0,0,0,0,"237,0630881","0,2104527175",0,3,0,0,0,0,0,0,9,0,0,0,0,0,1,801.6886941,0,0,"1246,840146",0,"325,8439298",0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,Pas de valeurs,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,1,0,0,0,"0,08354261446",0,1,0,0,5,6,0,0,"0,5877440951",0,0,1,13.14.520.6878,1246,1689896584502,119,203,11,157,68,203,53,555,268,114,0,0,1,26,1,3,0,0,0,1,1,5,0,0,0,7,0,0,0,0,1,1,0,1,NA1_4718867917,31,876,166,81,40,24,107,246,145,101
20577,0,0,8,0,0,0,0,16347,16,24,Jax,0,7,3,4212,8194,4212,26365,0,4,2,0,0,1,3,0,0,0,0,1,0,0,6,12380,11233,0,TOP,1,1,1,3078,0,3161,3181,1054,3111,3340,20,0,2,TOP,0,2,1,946,52950,10184,7145,0,0,0,1,0,0,0,3,1,0,105616,14014,20325,0,0,0,0,0,5764,0,ucSYuN-aZEMPfBpI3bnsEX3aNdHVvwu0PW-aZz5JjpozARb5vYLCSdYqr5xOUtu7EACjyfjyAadwYg,0,,,SOLO,0,55,142,79,10,0,5,4,4,12,h8tDwq2mCAII_6d6an_dcPR1snkQbAybofGaXqWxsR6dlJw,734,wx tonytoppwd,0,100,TOP,20,1815,0,161802,24369,0,31629,0,3658,0,209,117,163,1,0,3235,170,4159,2,3,9,0,23,2,0,12,0,0,286,0,0,1,0,300,0,0,2,"805,2834584","0,2478737295",0,4,0,0,0,0,0,0,21,0,0,0,0,0,1,902.8763376,0,2,"1815,71449",0,"409,1077401",0,4,0,0,0,0,0,"2,5",1,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,3078,0,1,0,0,0,6,1,0,0,0,0,0,0,0,2,0,0,0,1,10,0,2,1,10,0,0,1,0,0,1,"0,2252333286",0,2,0,4,5,9,0,0,"0,788960498",0,0,1,13.14.520.6878,1815,1689874238642,85,145,526,427,53,91,203,76,68,30,1,1,1,26,0,0,1,1,1,2,1,5,0,1,0,29,1,4,0,1,0,0,0,9,NA1_4718451487,131,114,518,18,111,24,64,134,221,16
20614,0,0,4,0,0,0,0,12684,14,24,Jax,0,0,3,3734,4137,3734,20501,0,6,1,0,0,1,8,3,0,0,0,0,0,0,0,9506,9208,0,TOP,0,0,3,1057,0,3078,1055,3071,3047,3340,16,0,3,TOP,0,0,1,380,39933,6980,7404,0,12,0,1,0,0,0,8,1,0,76358,8352,18740,0,0,0,0,0,5630,0,TaJ5bTUOuKl9rC4R4noJEk8NsKh2NrovF1DvjOskjwhygZLJHQhS-W2AVreTV9MqfoKcBia_5L6bKA,0,,,SOLO,0,38,88,63,7,0,5,6,4,12,8dM4N8JPiq5E0ZLOB71EfzGiPLM15xcb_dbfIK-mPzQpdIh9,680,xudro,0,100,TOP,15,1560,4,116292,15332,0,27143,0,5133,0,171,96,188,1,0,0,0,998,1,1,11,0,13,1,0,8,0,0,196,0,1,0,0,300,0,0,1,"589,588781","0,234338772",0,6,0,0,0,0,0,0,16,0,0,0,0,0,0,Pas de valeurs,0,2,"1560,361179",0,"365,544574",0,4,0,0,4,0,0,"1,166666667",3,0,0,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0,0,3078,0,1,0,0,0,5,1,0,0,0,0,0,0,2,2,0,0,0,0,7,0,5,0,7,0,0,3,0,0,0,"0,1702098611",0,0,0,1,0,8,0,1,"0,514295935",0,0,0,13.14.520.6878,1560,1690008935366,107,9,203,950,23,9,7,119,30,35,0,0,0,20,1,2,0,0,0,0,0,1,1,1,1,41,0,1,1,3,1,2,1,11,NA1_4720971277,141,5,101,18,111,24,104,268,145,267
20820,0,2,3,0,0,0,1,13590,15,24,Jax,0,4,1,5849,14546,5849,15796,0,3,0,0,1,1,2,0,0,0,0,0,0,0,0,10895,9700,0,TOP,0,1,0,1054,3091,3082,6632,3158,3024,3340,20,1,6,TOP,0,3,1,504,59121,8103,4607,0,8,0,0,1,0,0,1,1,0,73861,6590,12887,0,0,0,0,0,4162,0,59K63EMX_CYu57OTkK52WoWb-Uw1KSnIQTEUcrv08FLLp3rQBrt0IPblxQWe7nFgLOmAbreI3LWkvQ,0,,,SOLO,0,39,102,63,5,0,3,12,3,4,X_3hT2rG1U02GO3YfIi9Dn_mkj1NWlgYqK9M4NVknNh_OG4,1090,CX FY TOP,0,100,TOP,16,1644,0,140965,14693,0,18298,4,4260,0,185,116,88,1,0,7982,0,803,3,4,1,0,9,0,0,5,1,0,209,0,0,0,0,0,0,0,0,"536,1830084","0,2460979549",0,3,4,0,1,0,0,0,18,1,0,0,0,0,1,949.4797575,2,1,"1644,253159",0,"397,6017239",0,2,0,0,0,0,0,3,0,0,1,1,0,1,0,0,0,68,0,0,0,0,0,0,0,0,0,0,6632,0,1,0,1,0,5,1,0,0,0,0,0,0,0,26,0,0,0,3,5,0,0,0,9,0,0,6,0,0,0,"0,206042873",0,0,0,2,0,8,0,0,"0,3534798068",0,0,1,13.14.520.6878,1644,1690084006253,157,950,107,902,114,526,154,20,121,875,0,0,1,28,1,4,1,1,0,0,1,7,0,0,0,11,0,0,0,0,1,1,0,1,NA1_4722056240,54,104,55,81,235,24,141,99,145,111
20826,0,1,3,0,0,0,1,11970,14,24,Jax,0,5,1,5211,6646,5211,13100,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,10383,9133,0,TOP,0,0,0,3078,2031,3091,1054,3158,3191,3340,16,0,5,TOP,0,2,1,675,41483,5072,8622,0,0,1,0,1,0,0,0,6,0,53939,8055,10882,0,0,0,0,0,4162,0,59K63EMX_CYu57OTkK52WoWb-Uw1KSnIQTEUcrv08FLLp3rQBrt0IPblxQWe7nFgLOmAbreI3LWkvQ,0,,,SOLO,0,36,75,70,8,0,5,14,5,4,X_3hT2rG1U02GO3YfIi9Dn_mkj1NWlgYqK9M4NVknNh_OG4,1090,CX FY TOP,0,200,TOP,9,1454,0,102004,14009,0,19721,0,2788,0,144,117,69,1,0,6581,881,215,2,3,1,0,11,0,2,4,1,0,189,0,0,0,0,0,0,0,0,"577,8100585","0,2076078333",0,2,3,0,0,0,0,0,8,0,0,0,0,0,1,753.1601022,0,0,"1454,757702",0,"428,2408534",0,2,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,3078,0,2,0,0,0,4,1,0,0,0,0,0,0,0,21,0,0,0,3,4,0,0,0,8,0,0,4,0,0,1,"0,187037867",0,2,0,4,10,6,0,0,"0,466702854",2,2,1,13.14.520.6878,1454,1690072460978,421,266,53,119,7,203,114,53,238,121,0,0,0,16,0,2,0,0,0,0,0,1,1,1,1,27,1,2,1,1,1,2,1,8,NA1_4721783822,8,91,99,222,117,24,104,69,147,235
20839,0,0,6,0,0,0,0,17247,17,24,Jax,0,0,1,2297,7105,2297,43140,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,11946,11750,0,TOP,0,0,3,1055,3047,3153,6662,3071,1011,3340,22,0,4,TOP,0,2,1,468,59203,10898,5952,0,0,0,1,0,0,0,1,6,0,79043,13391,30047,0,0,0,0,0,4162,0,59K63EMX_CYu57OTkK52WoWb-Uw1KSnIQTEUcrv08FLLp3rQBrt0IPblxQWe7nFgLOmAbreI3LWkvQ,0,,,SOLO,0,48,102,67,12,0,2,12,3,4,X_3hT2rG1U02GO3YfIi9Dn_mkj1NWlgYqK9M4NVknNh_OG4,1090,CX FY TOP,0,200,TOP,26,1867,0,146420,24456,0,37578,0,6496,0,225,2599,298,1,0,8173,166,1578,1,1,11,0,12,0,1,6,0,0,229,0,0,0,0,0,0,0,0,"785,8811472","0,2128202013",0,8,0,0,0,0,0,0,15,0,0,0,0,0,1,854.9047098,0,1,"1867,209826",0,"383,8922299",0,1,0,0,0,0,0,"1,25",0,0,2,0,0,0,0,0,0,79,1,0,0,0,0,0,0,0,0,0,6662,0,1,0,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,4,6,0,12,0,10,0,0,3,0,0,0,"0,2026748237",0,1,0,3,0,10,0,0,"0,4072950573",1,0,1,13.14.520.6878,1867,1690060703192,114,777,902,555,157,114,950,555,145,203,1,1,1,44,1,4,1,3,0,1,0,11,0,0,0,35,0,1,0,0,1,1,1,4,NA1_4721556523,266,254,18,119,101,24,104,3,202,50
20840,0,0,4,0,0,0,3,13603,15,24,Jax,0,1,1,7046,7046,7046,23511,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,11117,9550,0,TOP,1,1,0,1055,6662,3047,3153,3051,1043,3340,20,1,6,TOP,0,3,1,535,41817,8181,5173,0,4,1,0,1,0,0,0,1,0,69826,14119,16396,0,0,0,0,0,4162,0,59K63EMX_CYu57OTkK52WoWb-Uw1KSnIQTEUcrv08FLLp3rQBrt0IPblxQWe7nFgLOmAbreI3LWkvQ,0,,,SOLO,0,46,92,71,7,0,4,12,2,4,X_3hT2rG1U02GO3YfIi9Dn_mkj1NWlgYqK9M4NVknNh_OG4,1090,CX FY TOP,0,100,TOP,25,1553,0,111643,22301,0,22078,4,5317,0,142,2500,111,1,0,0,0,508,3,3,3,0,9,0,0,6,1,0,216,0,0,0,0,375,0,0,0,"861,4205686","0,2228523187",0,4,1,0,0,0,0,0,18,1,0,0,0,0,0,Pas de valeurs,0,2,"1553,35478",0,"429,4326061",0,4,0,0,0,0,0,"2,5",0,0,0,0,0,2,0,0,0,41,0,0,0,2,0,0,0,0,0,0,6662,0,1,0,0,0,8,1,0,0,0,0,0,0,0,10,0,0,0,1,6,0,2,0,10,0,0,1,0,0,1,"0,226743843",0,0,0,2,0,6,0,0,"0,3737136668",0,0,0,13.14.520.6878,1553,1690058771732,117,84,114,526,203,145,902,203,950,99,1,1,0,31,0,1,1,3,0,0,0,11,0,0,1,22,1,2,0,0,1,2,1,3,NA1_4721519551,58,104,3,119,53,24,517,69,429,412
20853,0,1,7,0,0,0,1,14233,15,24,Jax,0,0,2,3371,13716,3371,29770,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,13402,12000,0,TOP,0,1,0,3091,6662,3153,3158,1011,1028,3340,22,1,13,TOP,0,12,1,1435,47835,13621,5400,0,8,0,0,1,0,0,2,1,0,73309,18409,18119,0,0,0,0,0,4162,0,59K63EMX_CYu57OTkK52WoWb-Uw1KSnIQTEUcrv08FLLp3rQBrt0IPblxQWe7nFgLOmAbreI3LWkvQ,0,,,SOLO,0,52,108,56,10,0,4,12,3,4,X_3hT2rG1U02GO3YfIi9Dn_mkj1NWlgYqK9M4NVknNh_OG4,1089,CX FY TOP,0,100,TOP,26,1576,4,122809,32196,0,23994,0,8762,0,164,2079,48,1,0,1665,165,474,0,3,2,0,18,0,3,8,1,0,226,0,1,1,0,0,0,0,0,"1225,385109","0,2254509859",0,1,2,0,1,0,0,0,14,0,0,0,0,0,1,904.4384313,1,1,"1576,494664",0,"510,0813753",0,4,0,0,0,0,0,20,0,0,4,0,0,1,0,0,0,82,1,1,0,0,0,0,0,0,0,0,6662,0,1,0,0,0,12,1,0,0,0,0,1,0,1,10,0,0,0,4,8,0,17,0,20,0,0,6,1,0,1,"0,3162920994",0,2,0,3,5,7,0,0,"0,7086150455",3,1,0,13.14.520.6878,1576,1690045182341,111,18,114,203,28,18,950,245,145,203,1,1,1,43,1,3,1,1,1,2,1,8,0,0,0,17,0,0,0,0,0,0,0,2,NA1_4721303612,266,104,34,202,26,24,79,1,555,497
21142,0,6,4,1,0,0,0,12843,14,24,Jax,0,4,7,3201,7719,3201,21014,0,4,5,2,0,1,16,5,0,0,0,1,0,0,3,10988,10200,0,TOP,0,0,1,3071,3067,2055,6632,3133,3111,3340,26,1,6,TOP,0,5,2,723,33642,7988,5349,0,0,0,1,0,0,0,14,1,0,57859,10658,20526,0,0,0,0,0,5585,0,PWN8gSHfuA0Fk_-rqPBcblqpNozKvuVQSo2t6XlPXKJJbI175mtWL4h11IPJcSrRuJGPCUaXxEXeAw,0,,,SOLO,0,42,85,67,8,0,4,12,4,4,HRZc4sAQpJzxvLj3QBSh8EPPucFEVU_-xPmppi2FGTogmqs,615,kookykrook,0,100,TOP,24,1569,0,100392,18826,0,26764,0,5973,0,147,103,138,1,0,8890,180,888,1,1,7,0,30,6,2,14,0,0,202,0,0,0,0,600,0,0,5,"719,6434756","0,2514889332",0,4,4,0,0,0,0,0,22,0,0,0,0,0,1,903.1782213,0,1,"1569,670813",0,"420,039442",0,6,0,0,0,0,0,"2,5",2,0,1,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,2,1,6632,0,0,0,0,0,7,1,0,0,0,0,1,0,0,20,0,0,0,1,9,0,4,1,10,0,0,6,0,0,1,"0,2661197498",0,1,0,2,0,6,0,0,"1,166974143",2,0,1,13.14.520.6878,1569,1689885301022,76,526,119,101,950,78,76,154,30,526,1,1,0,17,0,0,0,0,1,1,1,2,0,0,1,30,1,3,1,1,0,1,0,7,NA1_4718593607,266,4,120,523,201,24,121,134,145,412
