int64_field_0,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,champExperience,champLevel,championId,championName,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,playerAugment1,playerAugment2,playerAugment3,playerAugment4,playerSubteamId,profileIcon,pushPings,puuid,quadraKills,riotIdName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,subteamPlacement,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,summonerName,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,_12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,firstTurretKilledTime,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killedChampTookFullTeamDamageSurvived,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxKillDeficit,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,tookLargeDamageSurvived,turretPlatesTaken,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,twoWardsOneSweeperCount,unseenRecalls,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,patch,Duree_game,gameCreation,ban_0_teammates,ban_1_teammates,ban_2_teammates,ban_3_teammates,ban_4_teammates,ban_0_ennemies,ban_1_ennemies,ban_2_ennemies,ban_3_ennemies,ban_4_ennemies,First_baron_teammates,Nombre_baron_kill_teammates,First_kill_champion_teammates,Nombre_kill_champion_teammates,First_kill_dragon_teammates,Nombre_kill_dragon_teammates,First_kill_inib_teammates,Nombre_kill_inib_teammates,First_kill_herald_teammates,Nombre_kill_hetald_teammates,First_kill_tower_teammates,Nombre_kill_tower_teammates,First_baron_enemies,Nombre_baron_kill_enemies,First_kill_champion_enemies,Nombre_kill_champion_enemies,First_kill_dragon_enemies,Nombre_kill_dragon_enemies,First_kill_inib_enemies,Nombre_kill_inib_enemies,First_kill_herald_enemies,Nombre_kill_hetald_enemies,First_kill_tower_enemies,Nombre_kill_tower_enemies,match_id,enemies_0,enemies_1,enemies_2,enemies_3,enemies_4,teammates_0,teammates_1,teammates_2,teammates_3,teammates_4
8230,0,2,7,0,0,0,0,10511,13,150,Gnar,0,8,3,3535,3535,3535,14941,0,7,2,0,0,1,0,1,0,0,0,0,0,0,7,8021,7458,0,TOP,0,0,1,1055,1037,3078,3044,3047,1028,3340,18,0,2,TOP,0,0,1,525,4285,1793,7745,0,0,0,1,0,0,0,4,1,0,73444,14204,12459,0,0,0,0,0,5898,0,ZCXpsxwBGI36vS96eWP6M3DE7RZJC3EczxcZLiXu-vCKtv0Sq4xCNoGPYhDPGCyphvcB0jIpSakZJg,0,,,SOLO,0,85,16,23,6,0,2,4,3,12,NtMXPJnRmIX8YHy2cGqsJcxQLeB6b6Ql5mXPfwbyOIWil_I,523,Αrbuz,0,100,TOP,31,1532,0,79535,15998,0,20898,0,3536,0,132,239,196,1,0,1805,0,694,1,1,9,0,18,2,2,10,0,0,130,0,0,0,0,0,0,0,2,"626,3925947","0,22075407",0,7,9,0,0,0,0,0,41,0,0,0,0,0,0,Pas de valeurs,0,0,"1532,428205",0,"314,0684388",0,2,0,0,0,0,0,"1,285714286",1,0,1,0,0,0,0,4,6,54,0,0,0,0,0,0,0,0,0,0,3078,0,0,0,0,0,6,1,0,0,0,0,0,0,0,53,30,0,0,2,8,0,0,0,9,0,0,2,1,0,0,"0,191280108",0,0,0,1,0,6,0,0,"0,7390151372",2,2,0,13.14.520.6878,1532,1689986263636,7,127,145,897,107,30,145,526,950,203,0,0,1,21,1,1,0,0,0,0,0,2,0,0,0,33,0,2,1,1,1,2,1,9,EUW1_6511379061,39,59,105,81,497,150,234,134,101,432
8630,0,4,5,0,0,0,0,16710,17,150,Gnar,0,7,2,4439,4525,4439,45640,0,11,1,0,0,1,0,2,0,0,0,1,0,1,6,12855,12658,0,TOP,0,0,2,3111,3071,3053,3078,3082,1028,3340,23,0,3,TOP,0,0,1,607,24375,12759,13461,0,4,0,1,0,0,0,2,1,0,165603,31460,31438,0,0,0,0,0,5898,0,ZCXpsxwBGI36vS96eWP6M3DE7RZJC3EczxcZLiXu-vCKtv0Sq4xCNoGPYhDPGCyphvcB0jIpSakZJg,0,,,SOLO,0,138,35,39,12,0,1,4,5,12,NtMXPJnRmIX8YHy2cGqsJcxQLeB6b6Ql5mXPfwbyOIWil_I,524,Αrbuz,0,100,TOP,55,2096,0,192698,44220,0,46172,0,7050,0,200,545,413,1,0,2720,0,1272,1,1,10,0,28,1,0,14,0,0,224,0,0,0,0,0,0,0,1,"1265,280525","0,2998357526",0,11,0,0,0,0,0,0,57,0,0,0,0,0,1,856.1271907,0,0,"2096,962598",0,"367,842951",0,3,0,0,0,0,0,"0,7272727273",1,0,0,0,0,0,0,3,7,82,0,0,0,0,0,0,0,0,0,0,3078,0,0,0,0,0,6,1,0,0,0,0,0,0,1,9,60,0,0,1,13,0,1,1,8,0,0,2,1,0,2,"0,2870598537",0,2,0,3,5,9,0,0,"0,8049662339",0,0,1,13.14.520.6878,2096,1690072112236,35,145,266,897,526,119,498,114,53,84,1,2,1,34,0,0,0,1,1,2,1,6,0,0,0,40,1,5,1,2,0,0,0,10,EUW1_6513549981,14,143,18,21,111,150,427,105,81,432
8882,0,1,4,0,0,0,0,15241,16,150,Gnar,0,9,2,2925,6528,2925,13029,0,2,1,0,0,1,8,0,0,0,0,0,0,0,2,10665,10183,0,TOP,1,1,0,1037,3044,1028,3078,6609,3047,3364,19,0,2,TOP,0,2,1,1268,10146,1637,5502,0,16,0,0,1,0,0,9,1,0,122975,9821,10421,0,0,0,0,0,5585,0,T2Ia-yHseK6SYHiGPqkUBgep_TOW8Z4rsw8KS8G8lZ1WJAU0EjwNmb5p34T7futyw-5JalGfB635vg,0,,,SOLO,0,101,21,28,9,0,5,12,1,4,EEmVsLUlAV9qP8z_xddij8SBdmO5ZUhansjag9C3D--AUpY,555,Coatpustmain,0,100,TOP,16,1528,2,134766,11458,0,16411,4,4433,0,212,399,95,1,0,1645,0,486,3,3,2,0,26,1,3,7,1,0,159,0,2,1,0,0,0,0,1,"449,9119007","0,1777867246",0,2,12,0,0,0,0,0,11,1,0,0,0,0,1,996.809984,0,0,"1528,144747",0,"418,7726175",0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,3,73,0,0,0,1,0,0,0,0,0,0,3078,0,0,0,0,0,6,1,0,0,0,0,0,0,2,64,30,0,0,0,6,0,4,0,6,0,0,2,0,0,1,"0,1089434099",0,1,0,1,5,10,0,0,"1,04082199",3,3,0,13.14.520.6878,1528,1690052411691,121,950,142,122,134,30,157,40,7,24,1,1,0,43,0,1,1,2,0,1,1,8,0,0,1,19,1,2,0,0,1,1,0,2,EUW1_6512858396,39,104,245,119,12,150,131,136,81,497
9226,0,2,9,0,0,0,0,14896,16,150,Gnar,0,2,3,7159,26755,7159,47626,0,5,2,0,0,1,6,2,0,0,0,1,0,0,5,13743,13683,0,TOP,0,0,1,3053,1011,3143,3078,3076,3111,3340,22,1,8,TOP,2,6,1,1119,12120,3095,16421,0,4,0,1,0,0,0,4,1,0,125563,24038,22689,0,0,0,0,0,5898,0,ZCXpsxwBGI36vS96eWP6M3DE7RZJC3EczxcZLiXu-vCKtv0Sq4xCNoGPYhDPGCyphvcB0jIpSakZJg,0,,,SOLO,0,118,27,35,11,0,3,4,5,12,NtMXPJnRmIX8YHy2cGqsJcxQLeB6b6Ql5mXPfwbyOIWil_I,524,Αrbuz,0,100,TOP,40,1965,0,149427,27880,0,40263,0,9445,0,148,460,229,1,0,11742,746,1151,4,5,8,0,23,2,1,12,0,0,191,0,1,1,0,0,0,0,2,"850,9054835","0,2712741659",0,5,2,0,3,0,0,0,55,0,0,0,0,0,1,790.4855141,0,6,"1965,951218",0,"419,4539758",0,8,0,0,0,0,1,"3,4",3,0,2,0,0,0,0,7,6,57,1,0,0,0,0,0,0,1,0,0,3078,0,0,0,0,0,11,1,0,0,0,0,1,0,0,12,54,0,0,1,9,0,2,1,17,0,0,4,0,0,1,"0,2484186595",0,2,0,5,10,7,0,0,"0,7236798041",1,0,0,13.14.520.6878,1965,1690064650415,427,203,200,7,897,145,902,107,421,7,1,1,1,37,0,3,1,1,1,2,1,7,0,1,0,35,1,2,0,1,0,0,0,8,EUW1_6513337440,68,154,157,360,555,150,113,711,119,201
9722,0,0,10,1,0,0,4,14511,15,150,Gnar,0,19,3,3252,17447,3252,18841,0,4,1,0,0,1,16,6,0,0,0,0,0,0,9,11731,10508,0,TOP,1,1,0,3078,4401,3111,3123,3082,1011,3363,24,1,7,TOP,0,4,1,741,10761,1231,6306,0,8,1,0,1,0,0,1,1,0,98593,11427,15656,0,0,0,0,0,743,0,3vpM73N3z4WDLGgTj5uaVOj46A485uCUYa59nx_Qwq4lcto9QdqTRyeauf1eixfWaAzC9wCm2oC6UA,0,,,SOLO,0,114,10,31,3,0,3,4,4,12,jfTWDdwT4_cqx-O7VQlT1Eac5gcfO85gGVMzlvTIHkogtPs,686,SSQ Riogun,0,100,TOP,14,1631,0,114914,12780,0,22239,0,5536,0,169,292,142,1,0,5559,121,275,1,4,3,0,34,1,6,7,1,0,158,0,0,1,0,0,0,0,1,"470,0082587","0,2007762548",0,4,0,0,1,0,0,0,10,0,0,0,0,0,1,709.4782552,2,2,"1631,497221",0,"431,4243792",0,2,0,0,4,0,0,"4,25",4,0,1,0,0,0,0,1,9,80,1,0,0,1,0,0,0,0,0,0,3078,0,1,0,0,0,12,1,0,0,0,0,2,0,1,7,30,0,0,0,6,0,6,0,17,0,0,3,0,0,1,"0,1152487812",0,2,0,4,0,8,0,0,"1,27106556",6,3,1,13.14.520.6878,1631,1689860096436,22,39,119,7,526,517,119,266,104,902,1,1,0,53,0,1,1,1,1,2,1,6,0,0,1,32,1,2,0,0,0,0,0,3,EUW1_6507288111,9,120,26,498,163,150,238,101,145,111
10348,0,0,8,0,0,0,0,17769,17,150,Gnar,0,3,3,647,11363,647,33607,0,5,2,1,0,1,1,1,0,0,0,0,0,0,4,13902,13033,0,TOP,0,0,3,3143,3078,3071,3066,1057,3047,3363,20,2,7,TOP,0,3,2,539,20327,4089,10365,0,14,0,1,0,0,0,5,6,0,186941,24066,22296,0,0,0,0,0,4895,0,264ckMiux3iaCdpRVsDZ6ey7RSQ_Cqi8EoWJ8aWGO-rD-EzF-PC-JNCBWf8JNF9Bwm0pfJmGgxK-Zw,0,,,SOLO,0,197,44,45,15,0,3,4,3,12,co5uqtYfUVvuM_y4s3gPHbo364D5IBAoIdce6GWjZWH_PN2B,382,Pêrsephone13,0,200,TOP,49,1948,8,207274,28155,0,33714,0,7522,0,232,585,147,1,0,6,0,1052,0,0,11,0,32,2,9,12,0,0,301,0,8,1,0,300,0,0,2,"867,0033398","0,2768184299",0,5,2,0,0,0,0,0,55,0,0,0,0,0,1,881.6358202,0,6,"1948,444998",0,"428,1078555",0,6,0,0,0,0,0,3,2,0,1,1,0,0,0,3,15,64,0,0,0,0,0,0,0,0,1,0,3078,0,0,0,0,0,11,1,0,0,0,0,0,0,1,13,70,0,0,1,3,0,3,0,15,0,0,4,0,0,1,"0,2602123772",0,0,0,1,0,11,0,0,"1,015754928",10,3,1,13.14.520.6878,1948,1689863195389,145,32,76,897,107,77,145,30,121,119,1,1,1,30,1,5,1,3,1,2,0,11,0,1,0,21,0,0,0,0,0,0,1,3,EUW1_6507369017,58,234,13,429,526,150,68,777,498,412
10567,0,5,9,0,1,0,1,20277,18,150,Gnar,0,9,2,4232,13968,4232,29740,0,1,1,1,0,1,19,4,0,0,0,0,0,0,9,13676,12408,0,TOP,1,1,1,3078,3075,3047,4401,3082,1011,3364,22,1,6,TOP,25,5,2,1632,21366,3446,7716,0,13,0,0,1,0,0,3,6,0,159004,9597,15859,0,0,0,0,0,743,0,3vpM73N3z4WDLGgTj5uaVOj46A485uCUYa59nx_Qwq4lcto9QdqTRyeauf1eixfWaAzC9wCm2oC6UA,0,,,SOLO,0,165,31,51,7,0,2,4,4,12,jfTWDdwT4_cqx-O7VQlT1Eac5gcfO85gGVMzlvTIHkogtPs,689,SSQ Riogun,0,200,TOP,20,1997,6,180820,13043,0,24242,1,8189,0,240,464,52,1,0,450,0,666,1,4,4,0,26,1,5,9,1,0,254,0,7,2,0,0,0,0,1,"391,7673918","0,2257632347",0,1,1,0,1,0,0,0,22,4,0,0,0,0,1,887.0637267,0,1,"1997,680886",0,"410,7620735",0,4,0,0,0,1,0,15,1,0,0,0,0,1,0,3,4,69,0,0,1,3,0,0,0,0,1,0,3078,0,1,0,1,0,10,1,0,0,0,0,0,0,0,9,28,0,0,0,8,0,6,0,15,0,0,2,0,0,2,"0,1491958118",0,1,0,0,5,11,0,0,"0,8035170395",5,0,0,13.14.520.6878,1997,1689972589675,58,902,145,203,1,203,119,39,526,107,0,0,0,16,0,1,1,1,0,0,0,4,1,2,1,26,1,4,0,1,1,1,1,8,EUW1_6510897872,157,245,112,51,412,150,104,103,202,99
10643,0,8,9,2,0,0,0,17110,17,150,Gnar,0,16,1,4688,10173,4688,39385,0,5,0,1,0,1,31,0,0,0,0,0,0,0,0,12717,12533,0,TOP,0,1,1,1055,3047,3078,4401,2420,3071,3363,22,1,5,TOP,0,4,2,560,16837,3578,15892,0,14,0,1,0,0,0,12,1,0,144897,18805,15893,0,0,0,0,0,4079,0,Hr0MNZGCk6TDdaJLvZDJjmc0uPx_EYNuumtbQJRm1vAITHZzKVSk-i7MgV2GIVpEkUEGUfw3TrODTg,0,,,SOLO,0,142,36,40,9,0,4,4,4,12,QRbZaCA2-3Yj_1ckH5ZXZ1hI7XWY7OBg1bKu1iIPxpdGGAPz,549,Krangg,0,100,TOP,36,1887,2,165975,22642,0,33001,6,10227,0,191,455,148,1,0,4239,258,1215,1,2,8,0,16,0,2,9,0,0,227,0,2,0,0,300,0,0,0,"719,7185153","0,2328471543",0,5,2,0,2,0,0,0,43,3,0,0,0,0,0,Pas de valeurs,1,3,"1887,595705",0,"404,2292554",0,3,0,0,0,0,0,"2,8",2,0,0,0,0,1,0,4,10,67,0,0,0,0,0,0,0,0,1,0,3078,0,0,0,0,0,10,1,0,0,0,0,0,0,1,12,49,0,0,1,7,0,4,0,14,0,0,2,0,0,0,"0,1621904201",0,2,0,4,5,9,0,0,"0,5356001749",2,0,0,13.14.520.6878,1887,1690064633849,145,107,7,22,119,119,526,107,120,86,0,0,0,38,0,2,1,1,1,2,0,5,1,2,1,37,1,2,0,1,0,0,1,8,EUW1_6513340966,24,35,69,429,412,150,234,55,202,43
10648,0,4,0,1,0,0,0,8643,12,150,Gnar,0,6,4,418,1959,418,9411,0,6,3,0,0,1,2,1,0,0,0,0,0,0,2,5964,5608,0,TOP,0,0,1,1054,3047,2031,3078,1029,0,3340,15,0,0,TOP,0,0,0,618,2476,329,5922,0,5,0,1,0,0,0,6,6,0,56368,5533,8560,0,0,0,0,0,3899,0,phLPKMfFbCy1_gG_p8U72ZczbfyUcV3FDyUt8ZegBiRxXVvbbMxrnp9QUSxL1q9G7dnpB1Km1w7ESA,0,,,SOLO,0,78,9,15,4,0,2,12,3,4,Wexa0Y6sUT2hMSq0GDDPSi3T2NUnP3QZy6ttY9DvGGRBSyo,435,LST Clawser,0,200,TOP,13,1297,2,58844,5863,0,15663,0,796,0,127,249,182,1,0,0,0,1180,0,0,8,0,17,3,3,8,0,0,106,0,2,0,0,0,0,0,3,"271,1814152","0,2029934182",0,6,2,0,0,0,0,0,10,1,0,0,0,0,1,812.1679554,0,0,"1297,299325",0,"275,8598167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,0,0,0,0,0,0,0,0,0,0,Pas de valeurs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,23,0,0,0,5,0,0,0,0,0,0,0,0,0,0,"0,1225744234",0,0,0,1,0,5,0,0,"0,7917884803",3,3,0,13.14.520.6878,1297,1690060343142,427,54,38,119,107,121,86,7,498,526,1,1,1,24,1,2,1,1,1,2,0,8,0,0,0,15,0,1,0,0,0,0,1,1,EUW1_6513179566,67,203,8,145,201,150,120,68,429,32
10656,0,3,16,9,1,0,7,22157,18,150,Gnar,0,10,4,12139,28489,12139,50529,0,6,2,0,0,1,4,0,0,0,0,0,0,0,5,18259,15783,0,TOP,1,1,1,3111,3143,2421,3071,3091,3078,3340,22,1,13,TOP,0,7,1,740,40546,12599,20256,0,12,1,0,1,0,0,15,1,0,155357,32182,18393,0,0,0,0,0,3899,0,phLPKMfFbCy1_gG_p8U72ZczbfyUcV3FDyUt8ZegBiRxXVvbbMxrnp9QUSxL1q9G7dnpB1Km1w7ESA,0,,,SOLO,0,156,22,66,16,0,4,12,5,4,Wexa0Y6sUT2hMSq0GDDPSi3T2NUnP3QZy6ttY9DvGGRBSyo,434,LST Clawser,0,100,TOP,64,2132,0,203950,45432,0,40473,8,15030,0,188,473,195,1,0,8046,650,1823,6,7,7,0,35,2,3,14,1,0,260,0,0,2,0,150,0,0,2,"1278,395695","0,2142940796",0,6,3,0,0,0,0,0,82,4,1,0,0,0,0,Pas de valeurs,0,4,"2132,30946",0,"513,8013487",0,12,0,0,0,0,0,"4,833333333",3,0,1,0,0,4,0,9,12,67,0,0,1,5,0,0,0,0,0,0,3078,0,1,0,0,0,19,1,0,0,0,0,1,0,0,16,67,0,0,6,12,0,8,1,29,0,0,4,0,0,2,"0,27113105",0,1,0,3,0,8,0,0,"0,9987379851",3,1,1,13.14.520.6878,2132,1689948342233,119,421,86,350,238,526,7,107,950,68,1,2,1,51,0,3,0,1,0,1,0,10,0,0,0,41,1,3,1,1,1,1,1,7,EUW1_6509887680,24,32,245,202,432,150,91,8,145,497
10781,1,4,2,0,0,0,2,22697,18,150,Gnar,0,1,3,6465,14738,6465,36546,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,16232,15463,0,TOP,0,0,2,3071,3053,1037,3075,3078,3047,3364,25,0,6,TOP,0,2,1,419,31768,3350,13252,0,24,0,1,0,0,0,8,6,0,242252,23025,25983,0,0,0,0,0,3175,0,0VHtvzq4lvISt-HhelrE6X5Pw2DDtTaiRFLA2prI98jChVVGM9xdDTZdD7hB89BsBd_1BMaglFCdJQ,0,,,SOLO,0,178,37,42,11,0,4,4,6,12,kspWcHfeUXYqa1lviv6sZ91VABxOguGeu5p7OcaLTIaQ5b0,588,IvanJK,0,200,TOP,32,2054,8,282882,26375,0,40605,10,12582,0,297,557,119,1,0,8862,0,1368,2,2,10,0,15,1,0,6,0,0,268,0,4,1,0,0,0,0,1,"770,0533388","0,2445652939",0,5,4,0,0,0,0,0,31,9,0,0,0,0,0,Pas de valeurs,1,1,"2055,094756",0,"473,9156194",0,1,0,0,0,0,0,"1,6",1,0,0,0,0,2,0,2,12,66,0,0,0,0,0,0,0,0,0,0,3078,0,0,0,0,0,3,1,0,0,0,0,0,0,1,26,52,0,0,5,5,0,12,0,8,0,0,3,0,0,1,"0,1981723933",0,1,0,3,0,14,0,0,"0,4627374724",0,0,0,13.14.520.6878,2054,1690062667635,421,131,526,119,114,107,950,119,526,145,0,1,1,49,1,5,1,2,0,1,1,10,1,1,0,39,0,0,0,0,1,1,0,5,EUW1_6513269818,266,121,517,81,235,150,28,166,360,111
11278,0,2,8,0,0,0,0,11454,14,150,Gnar,0,1,2,732,4550,732,10843,0,7,1,0,0,1,9,1,0,0,0,0,0,0,0,8366,7058,0,TOP,0,0,1,3078,2031,3133,3047,3067,0,3340,18,0,2,TOP,0,0,1,347,6944,1712,4301,0,4,0,1,0,0,0,0,1,0,75798,10017,12223,0,0,0,0,0,3862,0,2LDUTWWxaExABbMZYsjZhbuj9KgEzW9ZWzJ2U6OKFnip39F03RaI8nOXCKG5BrxMgkP5p0PBC577xA,0,,,SOLO,0,99,6,24,3,0,2,12,3,4,JlR-QHQAi08DVhbpVvSJQyglyyrdKInwmpuF3ghuE1JFQUc,499,ARA DeafenIsLife,0,100,TOP,15,1495,4,89462,11729,0,18924,0,2319,0,140,247,190,1,0,6720,0,2398,0,0,10,0,10,1,0,8,0,0,132,0,1,0,0,0,0,0,1,"470,5997195","0,1977018016",0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,Pas de valeurs,0,0,"1495,459938",0,"335,6621231",0,2,0,0,0,0,0,"1,428571429",0,0,0,0,0,1,1,1,6,52,0,0,0,0,0,0,0,0,0,0,3078,0,0,0,0,0,9,1,0,0,0,0,1,0,0,7,37,0,0,1,7,1,0,0,10,0,0,5,0,0,1,"0,1810167511",0,1,0,2,0,6,0,0,"0,4386716718",0,0,0,13.14.520.6878,1495,1689856829780,107,518,114,78,246,203,107,119,114,246,1,1,0,32,0,1,0,0,0,1,0,3,0,0,1,29,1,3,1,1,1,1,1,10,EUW1_6507211656,2,30,18,523,111,150,76,268,110,412
12146,0,0,0,0,0,0,0,8517,11,150,Gnar,0,8,2,1080,4098,1080,10518,0,8,1,0,0,1,6,1,0,0,0,0,0,1,1,6810,6658,0,TOP,0,0,1,3133,2031,1055,1028,3047,3078,3340,19,0,3,TOP,0,0,1,385,4684,2541,6192,0,0,0,0,0,0,0,10,1,0,60957,12228,10562,0,0,0,0,0,5585,0,T2Ia-yHseK6SYHiGPqkUBgep_TOW8Z4rsw8KS8G8lZ1WJAU0EjwNmb5p34T7futyw-5JalGfB635vg,0,,,SOLO,0,75,18,19,7,0,2,12,2,4,EEmVsLUlAV9qP8z_xddij8SBdmO5ZUhansjag9C3D--AUpY,553,Coatpustmain,0,100,TOP,18,1264,0,68137,14770,0,20416,0,2075,0,117,243,243,1,0,2495,0,3661,0,0,8,0,16,1,1,7,0,0,119,0,1,0,0,0,0,0,1,"700,9921709","0,2492653418",0,8,17,0,0,0,0,0,18,0,0,0,0,0,0,Pas de valeurs,0,0,"1264,210719",0,"323,2162727",0,0,0,0,0,0,0,"0,375",0,0,0,0,0,1,1,0,6,68,0,0,0,0,0,0,0,0,0,0,3078,0,0,0,0,0,1,1,0,0,0,0,1,0,0,88,33,0,0,2,6,0,0,0,3,0,0,2,0,0,0,"0,2636552745",0,1,0,1,0,5,0,0,"0,7957267914",1,1,0,13.14.520.6878,1264,1689853399291,-1,11,7,121,86,30,119,777,107,28,0,0,1,11,0,0,0,0,0,1,0,0,1,1,0,32,1,2,1,1,1,1,1,8,EUW1_6507132106,2,76,84,145,12,150,68,61,29,526
12508,0,0,14,0,0,0,4,15077,16,150,Gnar,0,13,3,6372,21501,6372,22143,0,4,1,0,1,1,12,5,0,0,0,0,0,0,12,12664,10708,0,TOP,1,1,0,3078,3075,3047,0,1055,3143,3363,20,1,6,TOP,0,4,1,736,15134,2917,4740,0,8,1,0,1,0,0,4,6,0,108658,14366,14078,0,0,0,0,0,743,0,3vpM73N3z4WDLGgTj5uaVOj46A485uCUYa59nx_Qwq4lcto9QdqTRyeauf1eixfWaAzC9wCm2oC6UA,0,,,SOLO,0,136,18,40,7,0,4,4,3,12,jfTWDdwT4_cqx-O7VQlT1Eac5gcfO85gGVMzlvTIHkogtPs,687,SSQ Riogun,0,200,TOP,27,1673,0,128034,17394,0,22150,0,7970,0,166,335,91,1,0,4241,110,3331,2,5,3,0,24,1,5,10,1,0,201,0,0,1,0,800,0,0,1,"623,4531991","0,1723273981",0,4,1,0,1,0,0,0,24,0,0,0,0,0,0,Pas de valeurs,1,2,"1673,992621",0,"453,9224969",0,5,0,0,4,0,0,5,0,0,4,1,0,0,0,2,7,60,0,0,0,0,0,0,0,0,0,0,3078,0,1,0,1,0,8,1,0,0,0,0,1,0,0,9,37,0,0,0,8,0,2,0,20,0,0,5,0,1,1,"0,1725220786",0,1,0,1,0,7,0,0,"0,8815523266",5,2,1,13.14.520.6878,1673,1689869953239,107,203,34,30,92,119,107,39,145,7,0,0,0,28,0,0,0,0,0,1,1,3,1,1,1,38,1,4,1,1,1,1,0,7,EUW1_6507614789,122,121,103,81,53,150,9,55,22,43
